,L,R,F,M,C
55522,546,121,6,3618,0.513333333
55523,866,537,3,2230,0.83264574
55524,1847,262,3,2019,0.919638435
55525,965,362,2,1986,0.9348439070000001
55526,1510,37,2,3453,0.537668694
55527,788,177,2,2750,0.6750690909999999
55528,2229,199,2,3523,0.526940108
55529,1943,82,2,3374,0.55
55530,2144,350,3,4223,0.439379588
55531,1242,46,4,3576,0.518811521
55532,2026,646,2,3135,0.591562998
55533,974,5,4,3132,0.592043423
55534,381,271,2,3674,0.504703321
55535,730,466,3,2364,0.784073604
55536,410,400,2,2352,0.7880102040000001
55537,1388,440,2,2352,0.7880102040000001
55538,1932,689,4,2316,0.8
55539,879,351,2,2145,0.8637762240000001
55540,504,187,2,2036,0.91
55541,453,339,2,2470,0.75
55542,2148,546,3,3585,0.5166666670000001
55543,2719,292,3,4148,0.446477821
55544,700,288,5,2674,0.692528048
55545,789,128,3,3468,0.5338812
55546,1088,529,2,2329,0.794976385
55547,892,210,4,4671,0.39632198700000004
55548,561,14,2,2892,0.64
55549,1350,503,2,2644,0.7
55550,395,140,3,2308,0.801897747
55551,413,349,2,1850,1.0
55552,699,492,2,1850,1.0
55553,699,540,2,1850,1.0
55554,419,241,2,2351,0.786741812
55555,459,460,2,4110,0.45
55556,1916,122,2,3215,0.575247278
55557,1759,241,5,3105,0.5955136879999999
55558,734,289,5,4473,0.41338028200000004
55559,1117,299,4,2530,0.730818182
55560,898,709,2,2311,0.8
55561,1134,296,3,1959,0.9436447170000001
55562,3322,200,3,2288,0.807884615
55563,791,7,4,2268,0.815
55564,836,145,2,1582,1.168198483
55565,588,583,2,4286,0.431171255
55566,2442,161,3,2038,0.906771344
55567,558,18,4,4588,0.402741935
55568,884,215,2,3390,0.545
55569,976,588,2,2861,0.64571828
55570,1544,11,3,2730,0.676666667
55571,980,23,5,2895,0.638
55572,857,21,3,2577,0.716666667
55573,2205,267,2,2624,0.703704268
55574,626,488,4,2611,0.707142857
55575,2422,128,5,4748,0.388866891
55576,936,2,2,2378,0.7763961309999999
55577,2069,222,5,3747,0.49262877
55578,599,31,2,2635,0.700432638
55579,1093,33,2,2857,0.645985299
55580,669,71,3,3032,0.608637863
55581,2278,393,3,2636,0.7
55582,2670,131,2,4986,0.37
55583,2764,104,2,3527,0.523053587
55584,1036,230,2,2813,0.655776751
55585,2762,219,3,3118,0.591622835
55586,1173,355,2,3074,0.6
55587,532,179,3,6398,0.288240075
55588,1819,512,4,4214,0.43754152799999996
55589,1618,222,2,3101,0.594566269
55590,1505,672,3,3572,0.51612542
55591,2179,84,3,2354,0.783143585
55592,1733,441,3,3362,0.548304581
55593,973,224,3,1947,0.946666667
55594,1042,132,2,2112,0.8726988640000001
55595,1954,318,3,3866,0.47672012399999997
55596,629,224,2,5420,0.34
55597,2319,457,2,2525,0.7297425740000001
55598,2268,457,2,2525,0.7297425740000001
55599,1326,198,2,3444,0.535
55600,2657,125,4,4724,0.39
55601,1096,72,3,3184,0.578599246
55602,2391,106,3,2050,0.8985658540000001
55603,2940,165,3,2537,0.726062278
55604,2193,387,2,1228,1.5
55605,1735,2,4,2400,0.7675
55606,1462,15,4,3044,0.605
55607,496,82,2,2346,0.784897698
55608,959,68,2,2994,0.615
55609,526,379,2,2629,0.7003042979999999
55610,777,52,4,1796,1.025
55611,2246,145,3,2307,0.797893368
55612,1681,107,2,3426,0.5371453589999999
55613,1060,454,3,2546,0.7228004709999999
55614,1337,481,2,2115,0.870070922
55615,1339,290,3,2163,0.850651872
55616,892,87,3,2622,0.701540809
55617,714,716,2,2066,0.890319458
55618,395,182,2,2279,0.807020623
55619,952,63,2,2972,0.618654105
55620,456,447,3,2800,0.656571429
55621,2052,592,3,3588,0.5123745820000001
55622,1796,368,2,2512,0.7318272290000001
55623,2539,26,3,2029,0.9060275999999999
55624,2235,28,2,2020,0.91
55625,2538,252,2,2020,0.91
55626,569,389,2,2862,0.6421208939999999
55627,545,8,2,2214,0.83
55628,724,109,2,2423,0.758390425
55629,2923,85,3,3336,0.550755396
55630,1148,207,3,3156,0.582091255
55631,1105,533,3,2229,0.8240915209999999
55632,2416,675,2,1312,1.4
55633,2094,47,2,4161,0.44137707299999995
55634,1661,490,3,3461,0.530583646
55635,2868,99,2,2929,0.626766815
55636,508,339,3,3868,0.474534643
55637,706,702,2,2132,0.8608818009999999
55638,1712,123,3,3267,0.561763085
55639,903,300,5,3583,0.512126709
55640,2325,67,2,2319,0.7911297970000001
55641,1040,277,3,3379,0.54293282
55642,1030,634,2,2158,0.85
55643,907,322,4,4316,0.425
55644,2952,714,2,2158,0.85
55645,3138,418,3,2712,0.676364307
55646,1976,9,2,2800,0.655
55647,752,13,3,3365,0.544950966
55648,1154,530,2,3667,0.5
55649,2546,420,3,2619,0.7
55650,731,720,3,4583,0.4
55651,1683,662,3,2527,0.7253858329999999
55652,381,289,3,3353,0.546680585
55653,2137,674,2,1833,1.0
55654,842,297,2,2462,0.7445044679999999
55655,1722,90,2,4915,0.372929807
55656,614,214,3,5187,0.35333333299999997
55657,645,24,2,2177,0.841855765
55658,430,148,4,2252,0.8138055059999999
55659,381,69,2,2533,0.7234938809999999
55660,707,694,2,3073,0.596355353
55661,1959,137,2,4476,0.4093521
55662,1341,80,2,2873,0.637737557
55663,2202,195,4,4351,0.421098598
55664,1158,161,3,2231,0.82109368
55665,593,517,2,2813,0.65115535
55666,873,199,2,3544,0.516834086
55667,460,371,2,2058,0.8898931000000001
55668,711,292,3,2486,0.736637168
55669,1171,717,2,2930,0.625
55670,2200,641,2,2616,0.7
55671,3112,312,2,2616,0.7
55672,853,590,2,3052,0.6
55673,1498,360,2,2616,0.7
55674,427,426,2,2616,0.7
55675,768,424,2,2616,0.7
55676,2663,508,2,2616,0.7
55677,747,683,2,2616,0.7
55678,467,466,3,2521,0.726299088
55679,561,563,2,2421,0.756257745
55680,3147,10,3,2802,0.653340471
55681,615,592,2,2034,0.9
55682,3191,173,2,2845,0.64343761
55683,780,4,2,1298,1.41
55684,875,250,3,1629,1.123327195
55685,2303,320,2,2828,0.647029703
55686,1178,444,4,2947,0.6208856460000001
55687,535,209,2,1875,0.975808
55688,840,175,2,3934,0.465
55689,874,584,2,2053,0.890891378
55690,2355,36,2,2554,0.716123727
55691,451,450,2,2286,0.8
55692,710,651,2,2286,0.8
55693,612,607,2,2286,0.8
55694,754,69,2,2020,0.905
55695,1960,61,2,2020,0.905
55696,1113,107,2,4570,0.4
55697,840,580,2,4570,0.4
55698,895,48,4,4508,0.40542369100000003
55699,444,235,2,2267,0.8061932070000001
55700,550,545,2,2247,0.8130841120000001
55701,446,417,2,3532,0.517214043
55702,1857,163,2,3446,0.5301160770000001
55703,2446,29,2,2688,0.679508929
55704,1396,292,2,2605,0.7008867559999999
55705,514,280,2,2958,0.617241379
55706,2939,5,3,3004,0.607762983
55707,447,401,2,4273,0.427100398
55708,396,258,4,2322,0.785865633
55709,509,508,3,3105,0.587681159
55710,449,286,3,3035,0.601235585
55711,951,224,3,4302,0.4240585770000001
55712,1538,12,2,2266,0.805
55713,503,36,2,3140,0.580828025
55714,1739,397,2,2182,0.835586618
55715,757,229,2,2487,0.733071974
55716,1734,120,4,3129,0.582444871
55717,622,574,3,2896,0.629195442
55718,1607,433,2,2995,0.608347245
55719,706,338,2,2520,0.72297619
55720,517,139,2,2719,0.67
55721,913,347,3,3721,0.48957269600000003
55722,1052,541,2,2618,0.6957792209999999
55723,1972,372,2,2143,0.85
55724,972,672,2,4816,0.37821843899999996
55725,966,442,3,3083,0.590723321
55726,709,10,3,5584,0.326133596
55727,391,106,2,2965,0.613973019
55728,2583,191,2,2130,0.8546244129999999
55729,2577,643,2,1820,1.0
55730,2484,324,2,2800,0.65
55731,894,559,3,3736,0.487085118
55732,783,463,2,2426,0.75
55733,2278,7,2,3308,0.55
55734,3125,377,3,2799,0.65
55735,3165,673,2,1845,0.9859078590000001
55736,3082,68,2,2778,0.654758819
55737,381,243,2,2714,0.67
55738,1058,248,3,2403,0.7566666670000001
55739,1160,502,3,3030,0.6
55740,2988,8,4,4752,0.3825
55741,1712,446,2,2593,0.700887003
55742,1228,33,3,3101,0.586049661
55743,2476,383,3,1947,0.933333333
55744,883,152,2,1843,0.985957678
55745,1609,6,2,5344,0.34
55746,1064,677,2,2422,0.75
55747,694,695,2,2422,0.75
55748,965,348,4,3459,0.525108413
55749,1496,373,3,3388,0.5360979929999999
55750,3296,389,4,1816,1.0
55751,1977,358,4,5085,0.35712881
55752,1683,201,2,2525,0.7191564359999999
55753,1989,360,2,2407,0.7543415040000001
55754,575,123,3,5443,0.33358442
55755,2913,83,2,2710,0.67
55756,2285,80,2,2710,0.67
55757,485,119,3,3171,0.572541785
55758,1028,309,3,3360,0.540193452
55759,2959,706,2,2342,0.775
55760,1117,366,2,2574,0.70506993
55761,2130,411,2,1910,0.95
55762,2963,346,2,2254,0.8049689440000001
55763,583,251,2,2112,0.8590625
55764,813,301,3,5278,0.343740053
55765,1246,89,2,2480,0.731532258
55766,478,90,3,2365,0.766832981
55767,3040,281,2,1964,0.923177189
55768,763,115,2,3032,0.597971636
55769,2187,178,3,2229,0.813333333
55770,2902,154,3,4199,0.431709931
55771,929,220,2,2640,0.686647727
55772,1817,440,3,2101,0.862732032
55773,477,134,3,2649,0.6842129109999999
55774,1204,108,3,3992,0.453997996
55775,2319,377,3,5598,0.323740622
55776,558,208,3,4036,0.449018831
55777,936,219,2,1991,0.910145655
55778,431,104,4,2664,0.68
55779,460,125,3,4220,0.429265403
55780,855,156,4,3044,0.595
55781,3387,115,3,4043,0.44789760100000003
55782,842,399,3,2474,0.731932094
55783,476,175,3,4620,0.39189610399999997
55784,516,95,4,2208,0.819918478
55785,1946,255,2,2245,0.8061113590000001
55786,932,555,2,2389,0.757513604
55787,3051,50,4,3156,0.573412548
55788,1338,56,2,2913,0.621136286
55789,3023,587,2,2004,0.902844311
55790,1109,306,2,2004,0.902844311
55791,1614,43,3,3658,0.494587206
55792,897,20,2,2950,0.613254237
55793,454,334,2,1206,1.5
55794,493,433,3,2761,0.655124955
55795,1589,102,2,2739,0.660284775
55796,573,540,2,2192,0.825
55797,369,345,2,2260,0.8
55798,498,490,2,2260,0.8
55799,1844,679,2,2260,0.8
55800,431,247,2,2892,0.625
55801,437,277,2,2410,0.749834025
55802,1224,49,2,2780,0.65
55803,535,529,3,1807,1.0
55804,897,38,3,1872,0.965
55805,625,375,2,2238,0.8071045579999999
55806,935,90,2,2321,0.778186127
55807,586,495,4,3795,0.47584980200000004
55808,2405,70,3,3353,0.538434238
55809,3167,5,2,2684,0.672533532
55810,3233,66,2,2616,0.69
55811,2069,252,3,3924,0.46
55812,2383,333,2,2253,0.801154017
55813,460,376,2,2076,0.8694605009999999
55814,1634,296,2,2134,0.845679475
55815,2791,378,6,2448,0.737173203
55816,441,415,2,2255,0.8
55817,542,541,2,1985,0.9086901759999999
55818,529,529,2,1911,0.943799058
55819,907,517,4,3332,0.541236495
55820,514,464,4,4508,0.4
55821,817,322,2,5152,0.35
55822,557,554,2,2404,0.75
55823,543,61,7,3836,0.47
55824,685,98,3,2540,0.70973622
55825,597,595,2,2773,0.6500540929999999
55826,671,487,3,2163,0.833333333
55827,1522,656,2,2253,0.8
55828,3272,74,3,3534,0.51
55829,377,49,2,2048,0.88
55830,1183,250,5,4550,0.396
55831,2487,275,3,3318,0.543034961
55832,760,213,3,4042,0.44574468100000003
55833,3314,153,2,2257,0.797828977
55834,533,532,2,2572,0.7
55835,1120,503,2,2572,0.7
55836,401,44,2,2660,0.676823308
55837,1041,540,2,1800,1.0
55838,558,524,2,1800,1.0
55839,1263,632,3,1800,1.0
55840,418,334,3,2700,0.666666667
55841,1337,211,5,3681,0.488981255
55842,928,700,2,2253,0.798845983
55843,1657,647,3,4499,0.4
55844,469,202,3,3533,0.509326352
55845,2579,526,2,2519,0.714331084
55846,369,261,2,3665,0.49091678
55847,1434,245,4,5452,0.33
55848,888,574,3,3288,0.547141119
55849,1415,714,2,2672,0.6731287429999999
55850,986,225,3,5288,0.3401059
55851,2342,217,3,3063,0.587156383
55852,1000,559,4,2320,0.775
55853,1902,603,2,1798,1.0
55854,1337,670,3,4717,0.381174475
55855,852,42,4,2596,0.6925
55856,2989,60,3,1947,0.923333333
55857,2316,637,4,5372,0.334605361
55858,1213,497,2,2619,0.686330661
55859,1654,244,2,2073,0.866859624
55860,1173,524,2,2843,0.631938094
55861,2736,44,2,2806,0.6402066999999999
55862,882,539,2,4491,0.4
55863,395,397,2,2784,0.6451149429999999
55864,2468,19,3,3567,0.5033333329999999
55865,2023,189,5,3846,0.46678627100000003
55866,3318,164,4,4024,0.446125746
55867,2139,557,2,2692,0.666827637
55868,769,347,3,2868,0.625784519
55869,381,254,3,2045,0.877589242
55870,577,150,3,3641,0.492892063
55871,1138,254,2,2286,0.785
55872,1110,339,3,3707,0.484084165
55873,773,244,4,2601,0.689896194
55874,895,516,3,2070,0.8666666670000001
55875,1087,524,3,2070,0.8666666670000001
55876,543,416,3,2070,0.8666666670000001
55877,1596,508,2,2392,0.75
55878,1451,195,3,3418,0.524836161
55879,2328,237,2,2401,0.7470553940000001
55880,2673,21,2,2148,0.835
55881,453,44,3,5123,0.35008588700000004
55882,615,75,3,3305,0.5426444779999999
55883,1552,49,3,2726,0.657894351
55884,3437,561,3,4480,0.40029017899999997
55885,2398,118,3,2654,0.6756970609999999
55886,433,288,3,3272,0.548031785
55887,570,491,2,2574,0.696620047
55888,378,378,2,3699,0.484752636
55889,1165,37,2,2663,0.67332332
55890,821,15,3,2538,0.706469661
55891,2074,49,3,3464,0.517520208
55892,454,260,2,3649,0.491257879
55893,497,477,3,3048,0.588090551
55894,383,277,3,3409,0.525790554
55895,1218,2,3,1780,1.0069213479999999
55896,524,268,4,4122,0.434781659
55897,2268,502,2,2240,0.8
55898,2090,249,2,2800,0.64
55899,1107,590,2,2240,0.8
55900,469,280,2,2800,0.64
55901,1374,94,2,4384,0.40875
55902,580,153,2,2497,0.717617141
55903,1204,383,3,4807,0.37275847700000003
55904,2243,195,2,2136,0.838764045
55905,401,300,2,4055,0.44179038200000004
55906,2495,251,2,1866,0.96
55907,1171,194,3,1947,0.92
55908,3127,33,4,3363,0.5325929229999999
55909,385,153,2,1901,0.942093635
55910,1537,1,2,3141,0.570152818
55911,2576,14,4,5040,0.355297619
55912,2739,74,2,2356,0.76
55913,852,66,2,2356,0.76
55914,578,388,4,2757,0.649401523
55915,2297,207,5,4197,0.426533238
55916,2581,478,2,2485,0.7202414490000001
55917,2243,507,3,3260,0.549018405
55918,425,123,3,2926,0.6116473000000001
55919,1588,196,2,2848,0.628290028
55920,1567,225,4,2316,0.7725
55921,560,280,2,3269,0.547280514
55922,393,53,3,3768,0.474755839
55923,376,265,2,3029,0.5905744470000001
55924,1056,669,3,4168,0.429174664
55925,1350,49,2,2752,0.65
55926,699,545,3,2283,0.783333333
55927,900,117,2,3630,0.49260606100000004
55928,720,639,2,2235,0.8
55929,379,374,2,2384,0.75
55930,527,147,4,5337,0.335010305
55931,1555,32,4,2288,0.7813636359999999
55932,627,106,2,3082,0.58
55933,939,428,2,2860,0.625
55934,2423,37,2,3440,0.519563953
55935,1085,324,4,5500,0.324945455
55936,2003,89,2,2534,0.7051104970000001
55937,393,177,6,2874,0.6216666670000001
55938,596,168,2,3321,0.537940379
55939,2231,11,2,4154,0.43
55940,2269,350,2,3026,0.590284204
55941,1067,410,3,4861,0.367414112
55942,424,240,2,2204,0.8103266790000001
55943,792,541,2,3106,0.575
55944,639,638,2,3106,0.575
55945,2768,221,3,1941,0.92
55946,2699,304,2,2130,0.838356808
55947,1318,534,3,2228,0.801436266
55948,2296,37,2,2509,0.7116141890000001
55949,770,497,2,2922,0.611019849
55950,2553,191,3,4545,0.392818482
55951,1310,459,3,1785,1.0
55952,1563,207,3,2196,0.812827869
55953,850,295,2,2289,0.779750983
55954,1253,480,5,3245,0.55
55955,2429,37,3,1947,0.916666667
55956,2507,558,3,1947,0.916666667
55957,2764,259,2,2345,0.7610490409999999
55958,549,470,3,3571,0.499607953
55959,614,441,3,2710,0.658302583
55960,2102,21,2,3453,0.5166174339999999
55961,1009,34,3,2250,0.7926133329999999
55962,1007,347,2,4196,0.425
55963,819,363,2,2614,0.682172915
55964,1628,34,7,2611,0.682857143
55965,1581,446,2,2337,0.762901155
55966,2128,250,3,3222,0.553333333
55967,451,285,4,2148,0.83
55968,488,480,3,3970,0.44904282100000004
55969,834,691,2,3772,0.47246818700000004
55970,985,22,2,1866,0.955
55971,694,532,3,3564,0.5
55972,1346,137,3,2023,0.880795848
55973,732,506,4,2416,0.7375
55974,495,179,9,2317,0.7689771259999999
55975,1080,130,3,3332,0.534696879
55976,2143,128,3,2276,0.7827372579999999
55977,2180,215,2,2421,0.735646427
55978,1769,27,7,4060,0.438571429
55979,2955,217,3,2625,0.678194286
55980,717,716,2,3560,0.5
55981,434,82,2,2634,0.6757479120000001
55982,1590,645,2,3390,0.525
55983,695,226,5,2270,0.784
55984,2651,696,2,2542,0.7
55985,2503,5,4,3342,0.532420706
55986,759,445,2,1961,0.907190209
55987,624,237,3,3184,0.55870603
55988,1023,436,2,3509,0.506939299
55989,525,275,2,2359,0.753997457
55990,517,55,2,2631,0.675952109
55991,1930,52,3,3408,0.521786972
55992,2360,632,2,2092,0.85
55993,1457,66,4,4298,0.413601675
55994,3232,149,3,1932,0.92
55995,2923,32,2,3824,0.464785565
55996,3288,313,2,2875,0.618052174
55997,523,505,2,2562,0.693501171
55998,665,258,2,2419,0.734497726
55999,2531,651,2,3696,0.48043831200000003
56000,1003,13,2,2657,0.66829507
56001,724,716,2,3228,0.55
56002,1272,400,2,3228,0.55
56003,865,522,2,3228,0.55
56004,1021,145,3,3183,0.557690858
56005,394,391,3,2409,0.736820257
56006,497,282,3,4568,0.38854641
56007,2601,215,3,2327,0.7626815640000001
56008,515,20,3,2835,0.625890653
56009,769,372,3,2705,0.655822551
56010,1287,494,2,1774,1.0
56011,2137,398,2,1774,1.0
56012,559,560,2,1774,1.0
56013,452,8,3,2091,0.8483692009999999
56014,471,355,4,2964,0.598431174
56015,399,401,2,2707,0.655208718
56016,814,434,4,3350,0.529402985
56017,466,330,2,1773,1.0
56018,2290,356,2,2639,0.671731717
56019,1625,673,2,1866,0.95
56020,2221,417,2,1866,0.95
56021,1754,414,2,1866,0.95
56022,1979,559,2,1866,0.95
56023,1069,611,2,2568,0.6901869159999999
56024,1700,170,3,2778,0.638012959
56025,897,179,4,2654,0.667765637
56026,2504,577,3,3222,0.55
56027,690,223,2,3616,0.49
56028,439,241,2,2816,0.629119318
56029,367,279,2,2394,0.74
56030,1980,276,3,2356,0.7519142609999999
56031,368,264,2,2455,0.721364562
56032,829,12,2,2675,0.661962617
56033,1230,123,4,3066,0.5775375079999999
56034,513,56,2,2745,0.64504918
56035,2614,22,2,3643,0.485981334
56036,1185,48,2,3106,0.57
56037,2737,133,3,3664,0.483176856
56038,1613,364,4,5428,0.326151437
56039,1341,350,2,3934,0.45
56040,2618,453,3,2113,0.837813535
56041,745,621,2,3934,0.45
56042,1218,227,2,3934,0.45
56043,1073,229,2,3934,0.45
56044,546,543,2,3112,0.5688303339999999
56045,2528,469,2,1770,1.0
56046,1475,590,2,2622,0.675
56047,1296,224,3,3370,0.525169139
56048,2383,40,2,3059,0.5785321999999999
56049,2137,273,2,3777,0.46851998899999997
56050,1928,38,3,5242,0.337542923
56051,520,128,5,3393,0.521385205
56052,2153,59,2,1973,0.896629498
56053,571,451,3,2258,0.783392383
56054,929,49,2,2714,0.651647015
56055,418,248,5,2655,0.6659999999999999
56056,694,687,2,2768,0.638800578
56057,892,18,3,2029,0.87141449
56058,2198,67,2,2267,0.7799073670000001
56059,519,255,3,2555,0.6918512720000001
56060,584,541,3,3030,0.583333333
56061,816,668,2,2020,0.875
56062,1314,662,2,1964,0.899796334
56063,2454,173,3,2041,0.8658500729999999
56064,1948,588,6,2280,0.775
56065,498,210,2,2404,0.735
56066,429,97,2,2404,0.735
56067,1362,154,2,2637,0.67
56068,1727,8,2,2181,0.81002751
56069,2640,22,2,2730,0.647076923
56070,668,57,4,5232,0.3375
56071,3026,17,2,2616,0.675
56072,1295,491,2,4154,0.425
56073,1049,615,2,2692,0.655609212
56074,2034,559,2,2069,0.852875785
56075,372,176,2,3236,0.545256489
56076,3289,151,3,2952,0.597628726
56077,442,11,2,2291,0.77
56078,713,399,2,3010,0.585980066
56079,1715,109,5,2810,0.627580071
56080,461,220,3,3990,0.441929825
56081,1468,570,3,2571,0.6857253990000001
56082,2468,407,4,2505,0.703792415
56083,819,307,2,1418,1.243300423
56084,534,425,3,5400,0.326351852
56085,2630,107,3,4582,0.384574422
56086,1998,226,2,5873,0.3
56087,1546,90,3,2453,0.7182551979999999
56088,918,192,2,3218,0.547482909
56089,514,375,3,4949,0.35596079999999997
56090,1423,220,2,2602,0.677025365
56091,945,154,2,4074,0.43239568
56092,2274,149,2,3340,0.527404192
56093,1180,110,2,1833,0.960720131
56094,1154,431,2,3009,0.585211034
56095,1524,44,5,3795,0.46399999999999997
56096,1036,317,3,2298,0.766166232
56097,547,398,2,1938,0.908462332
56098,2767,253,2,2630,0.669410646
56099,2841,494,2,2934,0.6
56100,730,249,6,1926,0.9140186920000001
56101,2945,404,4,3162,0.556688805
56102,2339,313,3,3262,0.539607603
56103,799,291,3,2577,0.682999612
56104,1713,7,2,1426,1.234186536
56105,2097,366,4,4807,0.36608071600000003
56106,1173,658,2,2375,0.7409473679999999
56107,864,235,4,3665,0.480136426
56108,1177,124,2,2137,0.823416004
56109,541,540,2,2256,0.779787234
56110,2863,207,6,3288,0.535
56111,594,357,2,2437,0.721809602
56112,1842,21,3,2911,0.604163518
56113,2272,701,2,2608,0.6742331290000001
56114,2221,701,2,2608,0.6742331290000001
56115,1133,23,2,2442,0.720045045
56116,681,649,3,4340,0.4051036870000001
56117,1107,89,5,3280,0.536
56118,1158,587,2,2930,0.6
56119,3304,124,5,2193,0.801641587
56120,1015,462,2,4161,0.422434511
56121,1127,123,2,2604,0.675
56122,2870,652,2,1850,0.95
56123,699,542,2,1850,0.95
56124,1211,112,4,3303,0.532070845
56125,2039,42,2,2020,0.87
56126,1197,520,2,2356,0.745840407
56127,2535,583,2,2366,0.7426880809999999
56128,1506,496,2,3904,0.45
56129,1460,190,2,3904,0.45
56130,1031,36,4,4904,0.358187194
56131,1228,158,2,2934,0.59866394
56132,2397,191,2,2569,0.683709615
56133,496,120,2,3444,0.51
56134,1930,144,2,1962,0.895
56135,1341,145,3,2189,0.802046597
56136,693,225,3,5011,0.35034524
56137,397,32,2,2948,0.595345997
56138,626,182,3,2304,0.761692708
56139,593,518,3,2289,0.7666666670000001
56140,945,61,3,4659,0.376666667
56141,625,23,2,3009,0.583123961
56142,1281,681,3,2986,0.587608841
56143,367,222,3,2184,0.803333333
56144,460,15,4,4852,0.361591096
56145,2243,336,2,2464,0.712012987
56146,599,60,3,1879,0.9336721659999999
56147,2439,526,3,5038,0.348163954
56148,592,161,3,3943,0.444699467
56149,2348,186,2,2242,0.781868867
56150,669,436,2,3273,0.535563703
56151,725,716,2,4382,0.4
56152,422,287,2,2616,0.67
56153,466,42,4,5232,0.335
56154,1487,242,2,2616,0.67
56155,1302,103,2,2180,0.8039449540000001
