,L,R,F,M,C,K
58190,2473,351,2,2337,0.617137356,A
58191,2315,646,3,2612,0.552143951,C
58192,647,646,2,2622,0.55,C
58193,1880,382,2,1518,0.95,C
58194,1689,404,2,1442,1.0,C
58195,941,29,2,2195,0.656851936,A
58196,1878,197,3,1887,0.763831479,C
58197,1820,531,2,2288,0.6299169579999999,C
58198,2335,125,3,3947,0.3650443370000001,A
58199,659,470,2,1779,0.809780776,C
58200,1979,501,2,1746,0.825,C
58201,382,346,2,3834,0.37565206100000004,A
58202,2719,16,3,1701,0.846666667,A
58203,483,373,2,2880,0.5,C
58204,578,568,2,2880,0.5,C
58205,413,348,2,1440,1.0,A
58206,711,664,2,1858,0.775,C
58207,745,188,2,1939,0.7425270759999999,A
58208,612,200,3,3841,0.374787816,A
58209,1250,708,2,2943,0.489041794,C
58210,671,136,3,1642,0.876516443,A
58211,722,596,2,2616,0.55,C
58212,706,316,2,2616,0.55,A
58213,412,19,2,2616,0.55,A
58214,566,329,2,2616,0.55,A
58215,1044,388,2,2616,0.55,C
58216,3398,87,2,2616,0.55,A
58217,493,491,2,5754,0.25,C
58218,1418,271,2,2765,0.520141049,A
58219,690,137,3,2089,0.6882814740000001,C
58220,716,665,2,2841,0.505878212,C
58221,589,143,2,1481,0.970398379,A
58222,1719,137,2,3071,0.467922501,A
58223,2288,8,2,3151,0.45588702,A
58224,1173,406,2,2394,0.6,C
58225,1637,670,2,1436,1.0,C
58226,1882,382,2,2320,0.618965517,C
58227,2582,434,3,1636,0.877750611,C
58228,948,343,3,3517,0.408231447,C
58229,3149,301,3,3044,0.471659001,A
58230,1511,4,3,4097,0.350417379,A
58231,460,46,3,3624,0.39612582799999996,A
58232,2188,639,2,1740,0.825,C
58233,439,434,2,1914,0.75,C
58234,1451,330,2,2486,0.577433628,A
58235,1876,95,2,4222,0.34,A
58236,2529,184,2,2158,0.665,A
58237,2297,452,2,2855,0.50262697,C
58238,3167,64,2,2234,0.6422694720000001,A
58239,965,32,3,2573,0.557609794,A
58240,913,68,3,3353,0.42789144100000004,C
58241,747,210,3,3718,0.38587412600000004,A
58242,1394,84,2,3215,0.44624261299999995,A
58243,746,2,2,2180,0.6579999999999999,A
58244,1569,241,3,2898,0.494858523,A
58245,375,23,2,2390,0.6,A
58246,2983,715,2,2390,0.6,C
58247,2211,31,5,2239,0.640406431,A
58248,518,518,2,3186,0.45,C
58249,1590,442,2,1532,0.935770235,C
58250,572,516,3,2054,0.697663096,C
58251,1001,26,2,2430,0.589687243,A
58252,862,350,2,1720,0.833081395,A
58253,979,19,2,2210,0.6482805429999999,A
58254,2237,57,2,2470,0.58,A
58255,1889,376,2,3820,0.375,C
58256,2875,606,3,1963,0.72949567,C
58257,365,89,3,5114,0.28,A
58258,2337,381,4,2664,0.5375,C
58259,1510,1,2,1746,0.82,A
58260,427,47,2,1559,0.918280949,A
58261,458,79,2,1905,0.751401575,A
58262,2495,350,3,3120,0.458782051,C
58263,1546,217,2,1968,0.7271646340000001,A
58264,1771,158,2,2752,0.52,A
58265,1686,157,3,4128,0.34666666700000004,A
58266,1421,136,2,2181,0.65605227,A
58267,710,60,3,1737,0.823333333,A
58268,985,63,2,1567,0.912610083,A
58269,1724,487,4,3287,0.435062367,C
58270,2517,531,2,2347,0.609224542,C
58271,1974,126,2,2267,0.630705779,A
58272,1381,139,2,2750,0.519869091,A
58273,946,268,3,1892,0.755581395,A
58274,2135,66,2,3106,0.46,A
58275,732,253,2,1807,0.790641948,A
58276,2401,613,2,3087,0.462666019,C
58277,1097,560,2,2985,0.47839196,C
58278,565,480,2,1298,1.1,C
58279,911,27,2,2360,0.605,A
58280,1180,589,3,1947,0.7333333329999999,C
58281,760,84,3,3507,0.40706872,A
58282,438,165,2,2552,0.55927116,A
58283,2696,296,2,4196,0.34,A
58284,606,420,3,1454,0.9810178820000001,C
58285,1626,117,3,2470,0.577315789,A
58286,685,220,2,3752,0.38,A
58287,450,301,3,2294,0.621473409,C
58288,1856,346,5,1782,0.8,B
58289,475,229,2,2055,0.693620438,A
58290,2123,99,3,2358,0.604478372,A
58291,2337,426,2,1755,0.812136752,C
58292,996,229,2,3989,0.357282527,A
58293,745,686,2,3562,0.4,C
58294,1447,147,2,1612,0.8835421840000001,A
58295,451,289,2,2020,0.705,A
58296,1714,139,2,2020,0.705,A
58297,1112,222,2,2906,0.49,A
58298,1594,184,2,1828,0.778944201,A
58299,700,674,2,2034,0.7,C
58300,803,712,2,1660,0.857590361,C
58301,537,232,3,2729,0.521528032,A
58302,784,602,3,2458,0.579007323,C
58303,664,237,2,2060,0.690485437,A
58304,2418,706,3,2875,0.494747826,C
58305,1586,75,9,1656,0.858888889,C
58306,1616,134,3,2468,0.576122366,C
58307,685,145,2,2365,0.6011923889999999,A
58308,846,330,2,1613,0.88133912,A
58309,1362,686,3,2519,0.5643509329999999,C
58310,2810,276,2,1770,0.8030508470000001,A
58311,2465,23,5,1900,0.748,A
58312,2948,176,3,4087,0.34772449200000005,A
58313,773,61,2,2521,0.563403411,A
58314,3294,30,2,1716,0.827651515,A
58315,1152,479,2,2721,0.521958839,C
58316,710,672,2,1549,0.9168173009999999,C
58317,1640,281,3,2495,0.569130261,C
58318,2513,142,3,3122,0.4548046120000001,A
58319,1348,137,2,2868,0.495,A
58320,2536,164,2,2114,0.671494797,A
58321,2549,77,3,1827,0.7768253970000001,A
58322,1280,523,2,1774,0.8,C
58323,638,603,2,1774,0.8,C
58324,1538,359,3,2661,0.533333333,C
58325,3405,422,2,1774,0.8,C
58326,1097,251,2,1500,0.946133333,A
58327,1147,69,3,2096,0.677070611,A
58328,527,413,2,1779,0.797639123,C
58329,1013,68,2,1707,0.8311950790000001,A
58330,2491,326,2,2084,0.68078215,A
58331,2747,545,2,1512,0.938293651,C
58332,437,428,2,1512,0.938293651,C
58333,514,225,2,2424,0.585140264,A
58334,1441,683,2,1681,0.843664485,C
58335,443,156,2,1866,0.76,A
58336,2189,209,2,1866,0.76,A
58337,723,637,2,2714,0.52247605,C
58338,409,44,3,1605,0.883271028,A
58339,1779,713,2,1134,1.25,C
58340,2937,2,2,2254,0.6287577639999999,A
58341,2575,7,10,1840,0.77,B
58342,793,26,2,2714,0.52201916,A
58343,461,332,3,4471,0.316875419,A
58344,1428,13,2,4570,0.31,A
58345,545,116,4,2801,0.5057372370000001,A
58346,504,498,2,1829,0.774466922,C
58347,933,328,2,2266,0.625,A
58348,2050,35,2,2266,0.625,A
58349,2799,8,2,3934,0.36,A
58350,875,167,2,3934,0.36,A
58351,1235,494,2,2212,0.640235081,C
58352,369,180,2,5344,0.265,A
58353,857,162,2,2513,0.563501791,A
58354,598,57,3,3933,0.36,A
58355,851,610,4,2741,0.516380883,C
58356,2345,337,2,1415,1.0,A
58357,3408,713,2,1415,1.0,C
58358,807,554,2,2157,0.6560037089999999,C
58359,412,92,2,2608,0.542523006,A
58360,707,142,3,2372,0.596424958,A
58361,1614,476,2,2572,0.55,C
58362,1078,687,2,2572,0.55,C
58363,1061,380,2,2075,0.681710843,C
58364,453,73,2,1854,0.762815534,A
58365,389,264,2,2200,0.642668182,A
58366,536,534,2,2173,0.650575242,C
58367,384,61,3,3141,0.45,A
58368,1358,587,2,1938,0.7293085659999999,C
58369,490,434,2,1699,0.83184226,C
58370,1906,457,2,1833,0.7709492640000001,C
58371,1047,692,2,942,1.5,C
58372,551,487,2,2133,0.6624472570000001,C
58373,2723,272,2,3342,0.42280071799999996,A
58374,536,219,3,3924,0.36,C
58375,872,143,2,2076,0.680419075,A
58376,1976,117,2,4154,0.34,A
58377,370,96,3,2728,0.517723607,A
58378,2164,44,2,1494,0.945,A
58379,382,20,3,2022,0.697937685,A
58380,1133,583,3,3063,0.46069213200000003,C
58381,2302,421,2,1611,0.875853507,C
58382,2013,2,3,3682,0.383161325,A
58383,697,346,2,1961,0.719403366,A
58384,454,90,3,2767,0.509848211,A
58385,601,443,3,3497,0.403402917,C
58386,736,332,3,2628,0.536777017,A
58387,2493,568,2,2195,0.642460137,C
58388,2853,430,2,1572,0.896819338,C
58389,398,391,2,1762,0.8,C
58390,2961,270,2,2210,0.637647059,A
58391,697,30,2,2710,0.52,A
58392,1608,613,2,1630,0.864478528,C
58393,1161,155,3,3410,0.413117302,A
58394,1901,90,2,4144,0.33992278,A
58395,1211,42,3,3333,0.42260126,A
58396,530,292,2,1623,0.867781885,A
58397,1024,116,3,3516,0.400466439,A
58398,2217,443,2,2816,0.5,C
58399,476,448,2,3664,0.384211245,C
58400,2381,209,2,1862,0.755918367,A
58401,531,23,2,3464,0.406180716,A
58402,1119,105,2,2627,0.535565284,A
58403,370,86,3,2169,0.648584601,A
58404,3018,97,3,2024,0.6949703559999999,A
58405,1014,227,4,3171,0.443582466,A
58406,1975,139,2,2604,0.54,A
58407,460,234,2,2627,0.535188428,A
58408,2036,346,2,1556,0.9034704370000001,A
58409,699,697,2,2342,0.6,C
58410,1589,185,2,1961,0.716404895,A
58411,601,151,3,3475,0.40427625899999997,A
58412,940,347,3,3203,0.43860443299999996,A
58413,1438,13,2,2422,0.58,A
58414,2338,22,4,3560,0.394539326,A
58415,3132,572,2,4044,0.347279921,C
58416,3021,61,2,1582,0.887692794,A
58417,1246,291,2,1526,0.92,A
58418,2103,100,2,2020,0.695,A
58419,1390,37,2,2780,0.505,A
58420,1327,3,2,2780,0.505,A
58421,715,251,2,3003,0.467422577,A
58422,3111,57,2,1824,0.769342105,A
58423,758,57,2,2192,0.64,A
58424,2140,171,2,1962,0.715,A
58425,870,597,2,2158,0.65,C
58426,444,416,2,2158,0.65,C
58427,874,398,3,2805,0.5,C
58428,544,334,2,1870,0.75,A
58429,1004,373,2,1870,0.75,C
58430,2033,698,2,3503,0.4,C
58431,1548,588,2,1960,0.7148469390000001,C
58432,2048,196,2,1867,0.75,A
58433,753,539,2,2734,0.5120153620000001,C
58434,460,143,2,3218,0.43496581700000003,A
58435,842,681,2,1577,0.887507926,C
58436,1388,325,2,1577,0.887507926,A
58437,928,56,2,5100,0.274427451,A
58438,2357,128,2,2616,0.535,A
58439,382,370,2,1866,0.75,C
58440,2334,677,2,1866,0.75,C
58441,443,343,2,1866,0.75,A
58442,2828,195,2,2392,0.585,A
58443,881,578,2,2059,0.6794560470000001,C
58444,1172,114,2,2373,0.589519595,A
58445,516,330,4,2664,0.525,A
58446,1854,20,2,2731,0.512105456,A
58447,1820,282,2,2127,0.65751763,A
58448,1098,155,4,3874,0.360955085,A
58449,727,161,2,1492,0.936997319,A
58450,422,424,2,1828,0.764688184,C
58451,1515,60,2,1486,0.94,A
58452,2855,586,2,1868,0.7477516059999999,C
58453,466,262,2,1746,0.8,A
58454,2026,533,2,1746,0.8,C
58455,682,426,4,3492,0.4,C
58456,691,693,2,3491,0.4,C
58457,1081,703,2,1512,0.9234126979999999,C
58458,680,680,2,2148,0.65,C
58459,2475,28,2,2004,0.696586826,A
58460,845,277,2,3253,0.42906547799999994,A
58461,1150,483,2,2555,0.5462230920000001,C
58462,3155,390,2,2123,0.657324541,C
58463,1677,397,2,1744,0.8,C
58464,699,540,2,1744,0.8,C
58465,862,468,2,2302,0.605777585,C
58466,418,15,2,4100,0.34,A
58467,633,93,2,4100,0.34,A
58468,1823,255,2,4100,0.34,A
58469,571,97,3,2679,0.520074655,C
58470,385,51,4,2412,0.5775,A
58471,1373,163,4,3853,0.361463794,A
58472,2219,225,2,1774,0.785,A
58473,2524,359,2,3276,0.425,A
58474,1040,583,3,1740,0.8,C
58475,2801,511,3,3030,0.459389439,C
58476,589,580,2,2930,0.475,C
58477,377,179,2,2463,0.565030451,A
58478,1756,668,2,3822,0.36410256399999996,C
58479,1030,209,3,3369,0.41299495399999997,A
58480,2551,686,3,1336,1.041317365,C
58481,808,399,2,1746,0.796792669,C
58482,650,152,2,3478,0.399948246,A
58483,2858,19,2,2868,0.485,A
58484,1693,12,2,2398,0.58,A
58485,542,137,3,3510,0.396068376,A
58486,2937,569,2,2780,0.5,C
58487,481,320,2,2780,0.5,A
58488,902,573,2,2780,0.5,C
58489,593,333,2,2620,0.530534351,A
58490,2294,158,2,1532,0.9071932109999999,A
58491,811,641,3,1737,0.8,C
58492,492,490,2,1985,0.7,C
58493,474,472,2,1985,0.7,C
58494,1369,498,2,1985,0.7,C
58495,475,24,2,2004,0.6933483029999999,A
58496,1165,30,2,1518,0.915,A
58497,403,399,2,1521,0.912952005,C
58498,395,356,2,3471,0.4,A
58499,1419,560,2,1563,0.888291747,C
58500,1099,7,3,3303,0.42030881,A
58501,1829,362,3,3235,0.4289799070000001,A
58502,1938,5,2,2296,0.604372822,A
58503,1102,20,3,4081,0.34,A
58504,416,36,10,1840,0.754,A
58505,692,662,2,1589,0.872876023,C
58506,1655,601,2,3082,0.45,C
58507,719,555,2,2412,0.575,C
58508,1182,192,3,2091,0.66326638,A
58509,2737,184,2,2310,0.6,A
58510,732,569,2,2080,0.666346154,C
58511,701,49,2,1510,0.917781457,A
58512,830,37,4,3202,0.4327170520000001,A
58513,1059,242,2,1525,0.908511475,A
58514,815,468,2,1385,1.0,C
58515,1976,58,3,2524,0.548692552,C
58516,2786,15,3,1993,0.6945358759999999,A
58517,2716,159,2,2020,0.685,A
58518,736,496,3,2685,0.515251397,C
58519,762,678,2,2560,0.540390625,C
58520,751,232,2,2222,0.6225697570000001,A
58521,1959,370,3,2251,0.6145268770000001,C
58522,2298,669,2,1456,0.95,C
58523,2176,37,2,1456,0.95,A
58524,2343,5,3,2564,0.539457878,A
58525,2483,130,3,2122,0.651743638,A
58526,1708,578,2,2524,0.5479397779999999,C
58527,2241,239,2,2569,0.538135461,A
58528,2912,274,2,2271,0.608731836,A
58529,1856,562,2,3271,0.42251605,C
58530,735,26,3,3718,0.37171059700000003,A
58531,2682,120,4,1910,0.723518325,C
58532,1052,138,3,3384,0.408368794,A
58533,3388,674,3,3588,0.385144928,C
58534,2487,81,2,1937,0.713242127,A
58535,1103,88,3,4037,0.34216002,A
58536,758,339,2,2401,0.575301958,A
58537,2258,137,2,3063,0.450923931,A
58538,2844,78,5,2740,0.504,A
58539,1839,168,4,2192,0.63,A
58540,1844,127,3,2642,0.522668433,A
58541,2173,280,3,1641,0.841462523,A
58542,1182,131,2,2915,0.473584906,A
58543,929,215,2,2655,0.519932203,A
58544,1127,632,2,1380,1.0,C
58545,2477,444,2,1380,1.0,C
58546,1033,637,2,1380,1.0,C
58547,594,401,2,1380,1.0,C
58548,624,568,2,1380,1.0,C
58549,445,348,2,1380,1.0,A
58550,3019,607,2,1380,1.0,C
58551,2714,655,2,1380,1.0,C
58552,524,522,2,1380,1.0,C
58553,1204,721,2,1380,1.0,C
58554,849,658,2,1380,1.0,C
58555,537,486,2,1380,1.0,C
58556,2874,581,2,1380,1.0,C
58557,1311,393,2,1380,1.0,C
58558,3042,377,2,1380,1.0,C
58559,612,576,2,1380,1.0,C
58560,2599,515,2,1380,1.0,C
58561,1191,469,2,1380,1.0,C
58562,915,359,2,1380,1.0,A
58563,685,684,2,1380,1.0,C
58564,1171,686,2,1380,1.0,C
58565,1470,430,3,1656,0.833333333,C
58566,521,381,2,1380,1.0,C
58567,652,621,2,1574,0.876747141,C
58568,1026,594,2,1380,1.0,C
58569,1824,560,2,1380,1.0,C
58570,1660,702,2,1380,1.0,C
58571,1217,60,6,3095,0.445864297,A
58572,980,12,2,1912,0.7216108790000001,A
58573,458,419,2,2675,0.5156261679999999,C
58574,879,282,2,2092,0.659292543,A
58575,913,480,2,1622,0.85,C
58576,742,729,2,1622,0.85,C
58577,2525,23,2,2546,0.541433621,A
58578,2078,131,2,2749,0.5012295379999999,A
58579,806,14,3,2470,0.557773279,A
58580,440,47,3,4406,0.31265547,A
58581,1747,282,3,2383,0.577994125,A
58582,1386,304,3,1812,0.76,C
58583,796,24,2,2546,0.540871956,A
58584,1456,178,2,3934,0.35,A
58585,915,38,3,3933,0.35,A
58586,2556,196,2,2752,0.5,A
58587,3279,136,5,4762,0.28894162100000004,A
58588,2919,268,2,3010,0.457109635,A
58589,1461,2,3,1947,0.706666667,A
58590,771,147,2,4744,0.29,A
58591,597,279,2,2797,0.491866285,A
58592,835,631,3,2292,0.6,C
58593,459,298,2,1613,0.8525604459999999,A
58594,725,442,3,4125,0.333333333,C
58595,1034,56,2,2234,0.615443151,A
58596,683,317,3,2661,0.5166666670000001,C
58597,459,390,2,1774,0.775,C
58598,805,646,2,1774,0.775,C
58599,566,1,2,3394,0.405,A
58600,734,538,2,2390,0.575,C
58601,1299,714,2,2390,0.575,C
58602,891,367,2,2390,0.575,C
58603,740,548,4,4396,0.3125,C
58604,1324,437,2,3434,0.4,C
58605,1173,546,2,3434,0.4,C
58606,739,693,2,3434,0.4,C
58607,531,385,2,2616,0.525,C
58608,376,367,2,2616,0.525,C
58609,2002,35,3,2241,0.612771084,A
58610,652,650,2,1373,1.0,C
58611,451,182,2,2469,0.555860672,A
58612,376,294,3,1737,0.79,A
58613,2419,176,2,1630,0.841852761,A
58614,2447,127,2,2800,0.49,A
58615,1171,262,2,2254,0.608509317,A
58616,2909,81,2,1714,0.8,A
58617,691,549,3,2725,0.503027523,C
58618,464,1,2,1746,0.785,A
58619,1697,150,2,1622,0.845,A
58620,1228,715,2,3426,0.4,C
58621,1312,215,2,1582,0.866238938,A
58622,1670,278,4,4316,0.3175,A
58623,3184,312,2,2298,0.596214099,A
58624,1879,358,3,3288,0.4166666670000001,A
58625,385,385,2,1370,1.0,C
58626,582,582,2,1442,0.95,C
58627,999,415,2,1442,0.95,C
58628,565,563,2,1442,0.95,C
58629,1706,579,2,1522,0.9,C
58630,2445,404,2,1522,0.9,C
58631,474,215,3,1827,0.7492939240000001,A
58632,1468,32,10,1840,0.7440000000000001,A
58633,2770,212,2,2036,0.672357564,A
58634,2044,570,2,1587,0.8623818529999999,C
58635,1852,91,3,3109,0.440205854,A
58636,514,515,2,3421,0.4,C
58637,2387,144,2,2836,0.482475317,A
58638,575,204,3,2100,0.6514285710000001,A
58639,2881,525,3,2287,0.5980760820000001,C
58640,2929,246,2,2680,0.51025,A
58641,722,339,2,2378,0.575,A
58642,370,47,2,2378,0.575,A
58643,673,9,2,1494,0.915,A
58644,373,351,2,1367,1.0,A
58645,415,287,4,3470,0.39377521600000004,A
58646,1070,398,2,1518,0.9,C
58647,1389,146,3,2516,0.54281399,C
58648,914,173,2,1771,0.77108978,A
58649,3294,507,2,3253,0.41976637,C
58650,2221,265,2,1484,0.92,A
58651,2167,214,2,2068,0.66,A
58652,452,228,2,1575,0.866177778,A
58653,996,143,2,2742,0.497417943,A
58654,2707,193,2,1927,0.7077789309999999,A
58655,2772,486,2,1911,0.7136577709999999,C
58656,519,295,3,1888,0.722330508,A
58657,961,70,4,4149,0.32868161,A
58658,1579,64,2,1890,0.721507937,A
58659,1446,667,3,1559,0.874278384,C
58660,594,178,6,2478,0.55,A
58661,2216,670,3,1239,1.1,C
58662,741,650,3,2537,0.5369333860000001,C
58663,904,357,2,1724,0.790081206,A
58664,785,293,4,4081,0.333751531,A
58665,1546,611,3,1362,1.0,C
58666,514,159,2,2387,0.570552995,A
58667,2593,184,2,2838,0.4798308670000001,A
58668,422,114,2,2347,0.58,A
58669,1469,637,2,2094,0.65,C
58670,670,670,2,2094,0.65,C
58671,2177,519,3,1737,0.783333333,C
58672,794,82,3,1737,0.783333333,A
58673,724,501,5,2895,0.47,C
58674,2194,519,2,3215,0.42320373299999997,C
58675,423,15,2,2845,0.478031634,A
58676,1274,29,4,2702,0.5032383420000001,A
58677,438,15,2,3158,0.430547815,A
58678,1254,163,2,2158,0.63,A
58679,2481,4,2,2743,0.495555961,A
58680,705,474,2,3082,0.44097988299999996,C
58681,393,228,2,2420,0.56153719,A
58682,980,135,3,2585,0.52549323,A
58683,938,624,2,1507,0.901393497,C
58684,571,399,2,1598,0.85,C
58685,609,579,2,2362,0.575,C
58686,590,372,3,1517,0.8952208309999999,C
58687,1074,649,2,2254,0.602484472,C
58688,2519,662,3,1823,0.744871092,C
58689,432,425,2,1832,0.74110262,C
58690,608,210,3,4563,0.297475345,A
58691,2443,69,2,2267,0.598703132,A
58692,1681,123,2,3934,0.345,A
58693,3350,116,3,2541,0.533990555,A
58694,1608,335,2,3202,0.423563398,A
58695,664,522,2,1684,0.8053741090000001,C
58696,791,630,2,3390,0.4,C
58697,705,398,2,1836,0.738480392,C
58698,1085,534,3,3156,0.429467681,C
58699,421,402,2,1506,0.9,C
58700,1682,256,3,1712,0.7916471959999999,C
58701,2392,721,2,5420,0.25,C
58702,469,467,2,5420,0.25,C
58703,1877,468,2,5420,0.25,C
58704,1614,513,2,5420,0.25,C
58705,2204,460,2,5420,0.25,C
58706,2250,504,2,5420,0.25,C
58707,3018,587,2,5420,0.25,C
58708,418,399,2,1985,0.682619647,C
58709,509,507,2,5420,0.25,C
58710,2137,34,2,1500,0.903266667,A
58711,1696,107,3,1737,0.78,C
58712,395,160,2,1415,0.957088339,A
58713,684,631,2,1354,1.0,C
58714,1737,686,2,1354,1.0,C
58715,1987,136,2,1602,0.845,A
58716,939,678,2,2002,0.676148851,C
58717,384,217,2,3008,0.45,A
58718,540,537,2,1746,0.775,C
58719,2597,130,3,2100,0.644342857,A
58720,623,172,2,1630,0.830092025,A
58721,607,462,2,1866,0.725,C
58722,1284,306,2,1866,0.725,A
58723,365,112,2,1866,0.725,A
58724,1404,419,3,2571,0.526176585,C
58725,1188,93,2,2947,0.458941296,A
58726,788,573,2,2254,0.6,C
58727,1407,142,2,2261,0.598000885,A
58728,704,696,2,1502,0.9,C
58729,1076,610,2,1671,0.808916816,C
58730,1433,662,2,1931,0.7,C
58731,1599,98,4,3724,0.36290816299999995,A
58732,422,68,3,1968,0.686666667,A
58733,601,166,2,3106,0.435,A
58734,1331,200,2,2390,0.565,A
58735,1951,370,3,1929,0.69992224,C
58736,571,424,2,1742,0.775,C
58737,2990,597,2,4154,0.325,C
58738,576,516,2,1800,0.75,C
58739,1096,687,2,2329,0.579497638,C
58740,3254,102,2,1479,0.912170385,A
58741,2095,125,2,2228,0.605475763,A
58742,475,410,2,2158,0.625,C
58743,1968,99,3,3484,0.387072331,A
58744,1656,328,2,2836,0.47549365299999996,A
58745,1684,77,2,1774,0.76,A
58746,421,412,2,1926,0.7,C
58747,2068,300,3,3398,0.39671865799999995,C
58748,395,159,2,2202,0.612102634,A
58749,502,177,2,2840,0.474559859,A
58750,2488,2,2,2300,0.585895652,A
58751,3014,11,3,2250,0.598866667,A
58752,1403,388,2,4146,0.325,C
58753,1147,525,2,3367,0.4,C
58754,3048,684,2,1700,0.792058824,C
58755,1923,95,2,1622,0.83,A
58756,2335,102,2,2497,0.539054866,A
58757,394,35,2,3958,0.34,A
58758,2561,341,2,2656,0.506400602,A
58759,1546,515,2,1666,0.807022809,C
58760,897,2,2,1746,0.77,A
58761,812,135,2,2391,0.562045169,A
58762,451,444,2,3359,0.4,C
58763,2894,52,2,1866,0.72,A
58764,805,503,3,2477,0.542167945,C
58765,2217,202,3,4578,0.29333333300000003,C
58766,2258,137,2,3357,0.4,A
58767,1520,77,2,2657,0.5053368460000001,A
58768,539,470,2,2148,0.625,C
58769,840,518,3,1678,0.799940405,C
58770,515,275,3,2649,0.506715742,C
58771,1218,715,2,4880,0.275,C
58772,1182,16,3,1836,0.73087146,A
58773,1433,526,2,1808,0.742090708,C
58774,1746,74,2,2887,0.464596467,A
58775,1241,198,2,3014,0.445,A
58776,990,160,2,1827,0.733940887,A
58777,2216,494,2,2486,0.539380531,C
58778,537,200,2,1750,0.766171429,A
58779,1323,243,2,2578,0.520093095,A
58780,526,381,3,2225,0.60247191,C
58781,3043,15,4,2320,0.5775,A
58782,2453,99,2,2861,0.468287312,A
58783,1182,393,2,2977,0.45,C
58784,519,368,3,2507,0.534244116,C
58785,610,278,2,3939,0.34,A
58786,1015,485,2,2232,0.6,C
58787,537,147,5,3154,0.424552949,B
58788,654,656,2,1339,1.0,C
58789,2014,349,2,1339,1.0,A
58790,720,721,2,1339,1.0,C
58791,1076,240,2,1688,0.793246445,A
58792,698,280,2,2261,0.592153914,A
58793,853,4,3,2374,0.563913227,A
58794,399,41,2,2620,0.5109312979999999,A
58795,485,2,2,1380,0.97,A
58796,625,371,2,1878,0.712726305,C
58797,2587,686,2,3497,0.38272805299999996,C
58798,831,361,2,2587,0.517220719,A
58799,529,258,2,1858,0.72,A
58800,2265,264,3,1893,0.706666667,C
58801,1171,27,2,3934,0.34,A
58802,734,117,2,2004,0.66744012,A
58803,472,310,2,2229,0.6,A
58804,531,128,3,4733,0.282552292,A
58805,503,440,2,3820,0.35,C
58806,2988,652,2,3820,0.35,C
58807,585,99,2,3820,0.35,A
58808,1142,291,3,3272,0.408548289,C
58809,1688,220,2,2728,0.49,A
58810,1851,57,2,2101,0.636073298,A
58811,396,34,6,3880,0.34439175299999997,A
58812,409,3,2,2140,0.624336449,A
58813,1549,490,2,5344,0.25,C
58814,708,373,2,5344,0.25,C
58815,475,470,2,5344,0.25,C
58816,2583,378,2,5344,0.25,C
58817,482,478,2,5344,0.25,C
58818,643,601,2,1949,0.6854027709999999,C
58819,537,400,2,5342,0.25,C
58820,1193,646,2,1716,0.778263403,C
58821,2350,503,2,3560,0.375,C
58822,485,485,2,3560,0.375,C
58823,599,590,2,1618,0.825,C
58824,1051,604,2,2682,0.49753915,C
58825,746,375,3,4318,0.308985642,C
58826,425,360,2,2112,0.631534091,A
58827,699,531,3,4527,0.294632207,C
58828,533,233,2,2359,0.565358203,A
58829,2484,7,2,3177,0.41947119899999996,A
58830,2843,195,2,1378,0.967082729,A
58831,2098,402,2,1332,1.0,C
58832,1287,350,3,1665,0.8,C
58833,541,433,2,1674,0.795698925,C
58834,1389,655,2,1332,1.0,C
58835,805,675,2,1332,1.0,C
58836,1048,5,4,3044,0.4375,A
58837,427,105,3,4304,0.309365706,A
58838,2337,150,3,3319,0.401102742,A
58839,754,141,3,3281,0.405595855,A
58840,1928,446,2,1774,0.75,C
58841,1180,51,8,1472,0.90375,A
58842,2218,525,3,2278,0.583955224,C
58843,1741,41,2,1529,0.87,A
58844,2166,370,2,1330,1.0,C
58845,830,402,2,2671,0.497940846,C
58846,2915,32,4,1520,0.875,A
58847,963,306,3,4028,0.330126614,C
